Mapping_ID,Zone,Node,Node_Label,Sub-entity,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Requirement_Domain,Subentity_Mapped_Count,Node_Total_Mapped_Req
N-0865,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2600,"If vehicle sub-CA1 certificate, cehicle sub-CA2 certificate and vehicle certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,8,41
N-0866,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2606,"If PE sub-CA1 certificate or PE sub-CA2 certificate or PE certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,8,41
N-0867,Cross-Zone: Trust Infrastructure,PKI,PKI,OEM Root CA,ISO 15118-20,ISO,V2G20-2331,A vehicle certificate shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to,,6,41
N-0868,Cross-Zone: Trust Infrastructure,PKI,PKI,OEM Root CA,ISO 15118-20,ISO,V2G20-2332,The OCSP signer certificate used to sign the OCSP response for vehicle certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0869,Cross-Zone: Trust Infrastructure,PKI,PKI,OEM Root CA,ISO 15118-20,ISO,V2G20-2333,An OEM provisioning certificate shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0870,Cross-Zone: Trust Infrastructure,PKI,PKI,OEM Root CA,ISO 15118-20,ISO,V2G20-2334,The OCSP signer certificate used to sign the OCSP response for OEM provisioning certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0871,Cross-Zone: Trust Infrastructure,PKI,PKI,OEM Root CA,ISO 15118-20,ISO,V2G20-2449,"In the case where the OCSP response for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each OCSP response shall contain the associated OCSP responder's certificate chain up to, but not including, the corresponding root. If a cross-certificate is used, the OCSP responder's certificate chain shall including any necessary cross-certificates. Each certificate in the OCSP signer certificat",,6,41
N-0872,Cross-Zone: Trust Infrastructure,PKI,PKI,OEM Root CA,ISO 15118-20,ISO,V2G20-2454,"In the case where the CRL for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each CRL shall contain the associated CRL issuer's certificate chain up to, but not including, the corresponding root. If a cross certificate is used, the CRL issuer's certificate chain shall including any necessary cross certificates. Each certificate in the CRL certificate chain (exceptthe CRL",,6,41
N-0873,Cross-Zone: Trust Infrastructure,PKI,PKI,V2G Root CA,ISO 15118-20,ISO,V2G20-2331,A vehicle certificate shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to,,6,41
N-0874,Cross-Zone: Trust Infrastructure,PKI,PKI,V2G Root CA,ISO 15118-20,ISO,V2G20-2332,The OCSP signer certificate used to sign the OCSP response for vehicle certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0875,Cross-Zone: Trust Infrastructure,PKI,PKI,V2G Root CA,ISO 15118-20,ISO,V2G20-2333,An OEM provisioning certificate shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0876,Cross-Zone: Trust Infrastructure,PKI,PKI,V2G Root CA,ISO 15118-20,ISO,V2G20-2334,The OCSP signer certificate used to sign the OCSP response for OEM provisioning certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0877,Cross-Zone: Trust Infrastructure,PKI,PKI,V2G Root CA,ISO 15118-20,ISO,V2G20-2449,"In the case where the OCSP response for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each OCSP response shall contain the associated OCSP responder's certificate chain up to, but not including, the corresponding root. If a cross-certificate is used, the OCSP responder's certificate chain shall including any necessary cross-certificates. Each certificate in the OCSP signer certificat",,6,41
N-0878,Cross-Zone: Trust Infrastructure,PKI,PKI,V2G Root CA,ISO 15118-20,ISO,V2G20-2454,"In the case where the CRL for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each CRL shall contain the associated CRL issuer's certificate chain up to, but not including, the corresponding root. If a cross certificate is used, the CRL issuer's certificate chain shall including any necessary cross certificates. Each certificate in the CRL certificate chain (exceptthe CRL",,6,41
N-0879,Cross-Zone: Trust Infrastructure,PKI,PKI,OCSP Responder,ISO 15118-20,ISO,V2G20-2332,The OCSP signer certificate used to sign the OCSP response for vehicle certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0880,Cross-Zone: Trust Infrastructure,PKI,PKI,OCSP Responder,ISO 15118-20,ISO,V2G20-2334,The OCSP signer certificate used to sign the OCSP response for OEM provisioning certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6,41
N-0881,Cross-Zone: Trust Infrastructure,PKI,PKI,OCSP Responder,ISO 15118-20,ISO,V2G20-2448,The validity period of the OCSP response provided for a vehicle certificate shall not be longer than one week.,,6,41
N-0882,Cross-Zone: Trust Infrastructure,PKI,PKI,OCSP Responder,ISO 15118-20,ISO,V2G20-2449,"In the case where the OCSP response for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each OCSP response shall contain the associated OCSP responder's certificate chain up to, but not including, the corresponding root. If a cross-certificate is used, the OCSP responder's certificate chain shall including any necessary cross-certificates. Each certificate in the OCSP signer certificat",,6,41
N-0883,Cross-Zone: Trust Infrastructure,PKI,PKI,OCSP Responder,ISO 15118-20,ISO,V2G20-2582,"Any URIs in the certificates (for example OCSP address, etc.) shall conform to IETF RFC 3986 as updated by IETF RFC 6874 and IETF RFC 7320.",,6,41
N-0884,Cross-Zone: Trust Infrastructure,PKI,PKI,OCSP Responder,ISO 15118-20,ISO,V2G20-2604,") - accessLocation x ""CROSS"" (Syntax: An alphanumeric string with a maximum length of 5 characters as described here) - SignatureAlgorit hm AlgorithmIdentifier x x algorithm x ecdsa-with-SHA512 x ecdsa-with-SHA512 parameters - - SignatureValue (Octet-String) (Octet-String) (This cross certificate profile shall be applied for all cross certificates regardless of the certificate structure.) (This OCSP signer certificate profile shall be applied for all sub CAs and leafs that use OCSP regardless of",,6,41
N-0885,Cross-Zone: Trust Infrastructure,PKI,PKI,PKI (general),ISO 15118-20,ISO,V2G20-2335,A PE certificate shall be generated using a certificate chain that uses a PE private root CA certificate as the trust anchor. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,5,41
N-0886,Cross-Zone: Trust Infrastructure,PKI,PKI,PKI (general),ISO 15118-20,ISO,V2G20-2350,Any certificates originating from a PE private root CA certificate chain are not required to follow,,5,41
N-0887,Cross-Zone: Trust Infrastructure,PKI,PKI,PKI (general),ISO 15118-20,ISO,V2G20-2351,Any certificates originating from a PE private root CA certificate chain are required to follow,,5,41
N-0888,Cross-Zone: Trust Infrastructure,PKI,PKI,PKI (general),ISO 15118-20,ISO,V2G20-867,"Except in private environment (PE), a root CA shall not issue a leaf certificate.",,5,41
N-0889,Cross-Zone: Trust Infrastructure,PKI,PKI,PKI (general),ISO 15118-20,ISO,V2G20-2683,"If the certificate provided in element ""Certificate"" included in the parameter of ""CertificateChainType"" is not directly signed by a root CA certificate, element ""SubCertificates"" shall be included in the parameter of ""CertificateChainType"".",,5,41
N-0890,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2453,The validity period of the CRL provided for a vehicle certificate shall not be longer than 1 week.,,10,41
N-0891,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2454,"In the case where the CRL for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each CRL shall contain the associated CRL issuer's certificate chain up to, but not including, the corresponding root. If a cross certificate is used, the CRL issuer's certificate chain shall including any necessary cross certificates. Each certificate in the CRL certificate chain (exceptthe CRL",,10,41
N-0892,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2696,"Each relying party shall be capable of interpreting/processing ""AuthorityKeyIdentifier"", ""SubjectKeyIdentifier"", ""ExtendedKeyUsage"", ""CRLDistributionPoints"", ""AuthorityInfoAccess"" and ""SubjectInfoAccess"" extensions. This document does not require relying party to be capable of interpreting/processing CertificatePolicies extension. It is left to the local policy of the relying party whether it needs to process the CertificatePolicies extension.",,10,41
N-0893,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2592,"OEM sub-CA1 certificate, OEM sub-CA2 certificate and OEM provisioning certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",,10,41
N-0894,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2593,"If OEM sub-CA1 certificate or OEM sub-CA2 certificate or OEM provisioning certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10,41
N-0895,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2599,"Vehicle sub-CA1 certificate, vehicle sub-CA2 certificate and vehicle certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",,10,41
N-0896,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2600,"If vehicle sub-CA1 certificate, cehicle sub-CA2 certificate and vehicle certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10,41
N-0897,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2601,Cross certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.,,10,41
N-0898,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2602,"If cross certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10,41
N-0899,Cross-Zone: Trust Infrastructure,PKI,PKI,CRL Distribution Point,ISO 15118-20,ISO,V2G20-2606,"If PE sub-CA1 certificate or PE sub-CA2 certificate or PE certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10,41
N-0900,Cross-Zone: Communication Infrastructure,Wireless,Wireless,RADIUS Server,ISO 15118-20,ISO,V2G20-2245,Remote authentication dial in user service (RADIUS) as defined in IETF RFC 2865 shall be implemented.,,2,4
N-0901,Cross-Zone: Communication Infrastructure,Wireless,Wireless,RADIUS Server,ISO 15118-20,ISO,V2G20-2246,RADIUS accounting requirements specified in IETF RFC 2866 shall be implemented.,,2,4
N-0902,Cross-Zone: Communication Infrastructure,Wireless,Wireless,EV WLAN STA,ISO 15118-20,ISO,V2G20-2253,"Regardless if WPA3-Enterprise is used or WPA2-Enterprise is used, the EV’s WLAN STA (see ISO 15118-8 for details) shall implement MAC address randomization. Refer to WPA3 specifications for details.",,1,4
N-0903,Cross-Zone: Communication Infrastructure,Wireless,Wireless,WPA3 Module,ISO 15118-20,ISO,V2G20-2253,"Regardless if WPA3-Enterprise is used or WPA2-Enterprise is used, the EV’s WLAN STA (see ISO 15118-8 for details) shall implement MAC address randomization. Refer to WPA3 specifications for details.",,1,4
